Id,OwnerUserId,Tags,Title,Body,Score,ViewCount,CommentCount,FavoriteCount,AnswerCount,CreationDate,DeletionDate
46621005,7688116.0,<angular><docker><nginx><microservices><nginx-reverse-proxy>,redirect request subpath nginx,overview application problem goal application network micro service wrap individual docker container container django postgres nodejs socket io nginx angular static file nginx currently specific route file route request angular app router currently application serve directly root directory move directory address subsequently include path directory work deploy request microservice route nginx reverse proxy nginx rewrite redirect append url serve subdirectory nginx location exist root level attempt redirect catch location work catch add static location redirect work good solution redirect static location original nginx conf file,0,1125,3,0.0,0,2017-10-07T13:57:58,0.0
46711037,7758107.0,<spring-boot><jhipster><microservices>,session scope bean jhipster microservice architecture,session scope bean inject rest controller jhipster generate microservice call set lose authnode getauthnode return null wrong mic,0,203,3,0.0,0,2017-10-12T13:35:05,0.0
40363307,6917230.0,<mysql><spring-boot><microservices><create-view>,create view retrieve datum microservice,microservice table ta tb mysql db table relate pk fk relationship require call detail tb ta jparepo query namednativequerie create view kindly example perform action create view join ta tb datum view method advance,0,100,2,0.0,0,2016-11-01T15:31:43,0.0
40306001,1844337.0,<dao><microservices>,good reason separate intelligence dao layer microservice,long term debate architect architecture choice entreprise work migrate monolithic architecture microservice debate locate good approach handle database access stand separate dao service database access directly handle service class stand contrary discuss day find good reason convince convince question simple atomic rest microservice microservice handle rest method separate dao class argument separate keep oop orient project java matter edit quest reposte,0,199,4,0.0,0,2016-10-28T13:20:31,0.0
40484873,6350474.0,<java><spring-boot><microservices><resttemplate>,test case spring boot mockmvc support resttemplate,mock mvc test case work fine start full http server resttemplate service controller communicate service unknown host exception test case service spring boot application register eureka server code account micro service service service register eureka server,0,224,5,0.0,0,2016-11-08T10:44:27,0.0
40514713,6917230.0,<rest><spring-boot><oracle10g><dto><microservices>,sys oracle,microservice rest method post issue example post add record table add remain auto increment sequence generator work input input sure set record sys oracle db variable default sysdate db null null implement help appreciate,0,65,6,0.0,0,2016-11-09T19:40:25,0.0
41896367,7479070.0,<windows><netbeans><docker><spring-boot><microservices>,unable create spring boot initialzr project org springframework web client httpclienterrorexception exception occur,follow guide unable create springboot project follow error create springboot project follow tool docker toolbox window netbean ide build oracle vm virtualbox late version nb springboot docker smootly problem problem lie hand netbeans docker services container image empty connect service docker quickstart terminal update solve problem create spring boot project,0,102,2,0.0,0,2017-01-27T14:33:45,0.0
41762688,2486349.0,<java><microservices>,microservice standalone host service executable jar,definition read microservice architecture method develop software application suite independently deployable small modular service service unique process communicate well define lightweight mechanism serve business goal case partition system create unique process executable jar standalone host service consider microservice,0,400,2,0.0,0,2017-01-20T11:32:43,0.0
41685136,5947872.0,<file-upload><docker><rpc><microservices><grpc>,transfer large file dockerize service,api web app write node js node app handle file upload include audio file audio file undergo processing build python dependant python ecosystem library currently grpc communicate service documentation file streaming poor concern performance implication active user upload stream large memory buffer memory well approach problem,0,287,3,0.0,0,2017-01-16T21:18:48,0.0
39910934,537566.0,<java><spring-boot><distributed-computing><microservices><netflix-eureka>,spring boot micro service mix local remote service,start micro service spring boot read subject matter adapt example source micro service local interact micro service remote centralised server realise idea distributive architecture underlining communication network encapsulate project require localised machine controller site processing multiple machine controller site example identical separate physical pc localised eureka registration server collection specialised micro service interact collection micro service site cloud base call micro service learning fun appreciate pointing direction specialised article help figure,0,295,3,0.0,0,2016-10-07T06:39:34,0.0
53088619,272219.0,<azure><cloud><microservices><on-prem>,option support premise deployment azure cloud,start develop net solution microsoft azure build microservice architecture explore option reuse code service solution separate premise solution well build thing cloud perspective build separate solution instal window server client premise reuse code cloud solution option exist,0,19,2,0.0,0,2018-10-31T17:01:36,0.0
53056203,2497278.0,<c#><asp.net><rest><microservices>,forward dto serialize json service bad practice,hope topic real delimmer question pass nest object backend service service rest facade small background client app connect restful api connect variety legacy service datum pass communication net wcf rest service asp net webapi task question hand route add result assemble backend call finally assemble form request add dto assemble pass serve rest front client app consumption pass object wcf map wcf proxy object dto serve client json case object complex nest pass json map deserialization pass result json bad practice pass json straight describe deserialize rest service reform result dto serve final json pass fell dirty shortcut alternative copying datum classify microservice microservice time advance suggestion,0,87,4,0.0,0,2018-10-30T01:39:28,0.0
53180084,3711445.0,<spring-boot><jpa><microservices>,microservice split application,split application micro service sure microservice regroup class file file tree subclass folder card tag classification tag file file note comment file user user app accessright access file user read write admin superadmin pretty sure user logic microservice regroup unique microservice split application javaee jpa entity package spring boot jpa microservice tricky define relation entity annotation provide jpa model split microservice relation class accessright manytomany relationship file user attribute jpa special class idclass file tag manytomany relationship filenote manytomany relationship file user attribute note comment user file simple onetomany relation define owner file application avalaible construction connect login test password pass bookmark application tutorial url allow user people folder user link user folder tree allow user manage folder choose activate admin mode manage file github repository class describe keep essential advice,0,65,5,0.0,0,2018-11-06T21:13:11,0.0
50512584,1011721.0,<docker><microservices><docker-swarm><netflix-eureka><jhipster-registry>,gateway app connect microservice,jhipster docker microservice architechture deploy application stack docker swarm docker compose version node active issue gateway app throw zuul timeout connect backend microservice environment swarm docker compose version work great swarm curl backend microservice gateway app containername port containerip port lose narrow issue swarm issue jhipster issue change prefer ip address false app property issue lead issue,0,136,3,0.0,0,2018-05-24T15:03:25,0.0
50585687,2712341.0,<docker><kubernetes><containers><microservices>,upgrade micro service break current execution,suppose micro service architecture topology service instance web service receive web request cli base application listen event queue deploy version instance process info moment deploy replace instance break current execution tool pattern strategy handle scenario,0,91,4,0.0,0,2018-05-29T13:31:51,0.0
50581107,9863460.0,<c#><asp.net-core><.net-assembly><microservices>,load application assembly dynamically asp net core,multiple project kind multiple microservice microservice multiple project api project project assembly load application assembly dynamically db json file retrieve assembly api project list controller controller assembly microservice project code advance,0,299,5,0.0,0,2018-05-29T09:38:57,0.0
55418716,4449695.0,<elasticsearch><microservices><kibana><grafana><throttling>,analyze throttle limit application log store elastic search,api server plug elastic search kibana log api request server elastic search implement plain vanilla throttling request second allow reject common user api server question log api request elastic search include user detail timestamp analyze log understand throttling limit aggressive request second user impact base datum elastic search basically testing note impact reject request base throttle limit aggressive elastic search log application write help kibana elastic search query group elastic search log base user request user timestamp difference second throttling limit list user well detail,0,25,0,0.0,0,2019-03-29T13:38:30,0.0
55466184,9152062.0,<authentication><login><oauth-2.0><microservices>,login decouple auth server resource server,figure implement login request auth server authenticate user create jwt toke problem authentication auth server authentication request user api username password user api db validate username password request save username password user api everytime user create store user datum user api db send request auth server save db username password user,0,48,0,0.0,0,2019-04-02T02:40:12,0.0
55483597,4354693.0,<microservices><knex.js><hapi>,good practice knex migration microservice architecture,micro service architecture hapi docker knex implement knex migration database version question create migration micro service common micro create micro migration good practice define migration,0,49,0,0.0,0,2019-04-02T21:08:21,0.0
55490309,1641352.0,<angular><microservices><micro-frontend>,publish subscribe pattern implementation angular library,scenario library project lib lib application project lib app library create earlier lib app implement publish subscribe pattern service class lib app notificationservice lib library publish message follow lib subscribe unable import notificationservice form lib app basically publish component lib subscribe lib vice versa,0,40,1,0.0,0,2019-04-03T08:19:32,0.0
55378975,4046585.0,<microservices>,microservice architecture introduce microservice,currently design product microservice completely topic read ebook ebook architecture describe book microservice hide gateway dependency service event bus datum propagation good follow scenario context eshoponcontainer application month register user lot product offer time user account product create corresponding integration event fire service interested database introduce microservice service user deploy exist infrastructure event course question good require datum shut system time migrate datum service currently well,0,53,2,0.0,0,2019-03-27T13:55:20,0.0
55496711,11305939.0,<kubernetes><apache-kafka><microservices><istio><kiali>,detect kafka event kiali,microservice architecture istio kubernete microservice kafka communicate enable kiali vizualise service mesh problem find kafka event represent kiali,0,91,2,0.0,0,2019-04-03T13:45:10,0.0
55499237,6259603.0,<java><spring-boot><microservices><spring-security-oauth2><netflix-zuul>,secure microservice rest api zuul api gateway,learn microservice follow microservice architecture project secure service centralized place time logging request search provide security check service api gateway direct access service security check guideme hint code snippet link check link proper clarity follow well purpose ensure authentication service call service feign client,0,377,2,0.0,0,2019-04-03T15:47:11,0.0
55308845,3254170.0,<asynchronous><apache-kafka><microservices>,microservice communication kafka,service implement communication asynchronous message kafka doubt topic implement saga pattern service update communication service perform event choreography describe sure request response communication topic service request response schema topic publish saga request participant publish result local execution pattern insight,0,93,4,1.0,0,2019-03-22T23:01:26,0.0
49309381,4682571.0,<java><microservices>,microservice web java call jar,efficient service web proceese business logic jboss glassfish service web process business logic call java jar file web server assign memory distribute web app execute jar file assign system memory app consume lot memory simultaneous request object destroy correctly,0,29,4,0.0,0,2018-03-15T21:17:12,0.0
43397431,7354673.0,<java><json><microservices><dropwizard><codahale-metrics>,aggregate dropwizard metric microservice send logstash elk,aggregate metric monitoring application send request microservice http request microservice jvm report metric dropwizard actuator work well loop call frontend jsonnode reuse save jsonnode send logstash avoid request time microservice slf jreporter wich work current metricregistry current jvm distant jvm adress http request inject jsonnode save logger metric connect logstash appender work,0,702,7,0.0,0,2017-04-13T16:32:01,0.0
52076812,8559298.0,<docker><networking><server><microservices><servermanager>,case docker,late lastly hear docker question wich server dockerize server api server interact sql db create snowflake piece server type server manager sql server event server snowflakeid server manager balance load create snowflake ids session server snowflakeid directly unload slowly session game server directly lot tcp udp connection player write completely manage server managment system difficult crazy question find good answer question internet docker thing,0,29,4,0.0,0,2018-08-29T11:52:52,0.0
52156522,2488596.0,<django><microservices>,restart specific app django withhout restart server,concept microservice issue signal django script package restart specific app apps app app develop developer share interdependancie django project project live production restart server induce unnecessary downtime unrelated feature reload code exist app currently apache gunicorn,0,29,4,0.0,0,2018-09-03T21:52:58,0.0
52061798,4655707.0,<rest><api><user-interface><microservices><impact-analysis>,tool documenting mapping api application user interface impact analysis,work develop api service internally call multiple micro service tool help map public face api application user interface application native android ios pwa tool swagger newrelic internally maintain api detail documentation tool preferably open source help map api call user interface example homepage screen app multiple button button rest api call rest api internally call micro service ui base tool homepage screen app screenshot write apis endpoint route associate button reason people team external stakeholder easy read refer application flow tie rest api impact analysis easy change service api,0,49,4,0.0,0,2018-08-28T15:46:18,0.0
52094194,8283114.0,<c#><rest><microservices><api-gateway>,problem route attribute microservice api gateway,write microservice api gateway route client request appropriate microservice microservice introduce service api gateway store redi example client call service company gateway find microservice handle request route request problem situation controller default client request easily find microservice redi send request problem route attribute store route attribute database client call determine url match route,0,77,4,0.0,0,2018-08-30T09:57:12,0.0
52103823,7390856.0,<spring-boot><microservices><spring-cloud><netflix-zuul><api-gateway>,microservice authentication authorization api gateway,three micro service user service order service product service user service user api login register order service order product product product service micro service work user service order service product service zuul api gateway config zuul filter request user work api gateway user service request order api gateway order service product service request order work api gateway auth server validate token token validate request order service order service product service question validate token api gateway access order service directly request api gateway validate token order service product service entry point validate token order product api access order service api valid token order service product service work help understand design project structure,0,445,6,0.0,0,2018-08-30T19:04:40,0.0
52204526,2381088.0,<java><maven><spring-boot><microservices><feign>,add openfeign dependency pom xml result build failure spring microservice,add spring cloud starter openfeign dependency pom xml spring boot microservice restart microservice error spring boot version help,0,266,13,0.0,0,2018-09-06T12:50:26,0.0
39285596,2095127.0,<java><spring><microservices><netflix-eureka>,spring boot integration test error load balancer server client,work spring boot eureka micro service micro service internally call execute integration test locally call exception throw help problem surprisingly access directly work problem integration test,0,873,2,0.0,0,2016-09-02T06:25:07,0.0
39205895,1849165.0,<java><configuration><restful-architecture><microservices>,central configuration microservice spring,start understand microservice architecure implement simple example java create set restful service service bundle jpa entity configuration service package separate war issue war persistence xml web xml file configuration change change war question establish solution central configuration provide spring common pattern style follow avoid issue maintain configuration detail single place spring framework,0,399,6,0.0,0,2016-08-29T12:03:44,0.0
44165422,872487.0,<docker><spring-boot><docker-compose><microservices>,docker compose generate log file spring boot application,develop project multiple micro service develop spring boot docker container docker compose face issue generate application log file write config application yml file log file datum test log log generate image start container seperatly docker imagename log file generate container container docker compose docker compose image log file generate container docker compose yml,0,453,3,0.0,0,2017-05-24T17:52:08,0.0
44067657,4878517.0,<jhipster><microservices>,unable login jhipster project uaa microservice gateway consul,generate jhipster project uaa microservice gateway consul start well unable login error filter access control allow access uaa api account access control policy set service uaa error filter uaa api account http unauthorized netflix zuul exception zuulexception forward error java net sockettimeoutexception read time yo rc json file uaa server yo rc json file microservice yo rc json file gateway,0,508,5,0.0,0,2017-05-19T10:28:18,0.0
43977606,4246429.0,<rest><session><authentication><authorization><microservices>,login domain,basically separate user entity micro service user account management app provide restful api manage user datum question login authenticate user user account management micro service instance send login credential main app port micro service port authenticate user redirect main app,0,51,8,0.0,0,2017-05-15T10:51:15,0.0
51120700,9787553.0,<eclipse><wso2esb><microservices><wso2carbon><wso2ei>,wso ei,start system base follow address esb business process analytic profile json request send total request healthcare api experience propose solution problem problem wso developer studio download write helloworld program micro service example specific request display helloworld compile helloworld program encounter error manifest entry microservice find deploy specialty forum wso,0,44,2,0.0,0,2018-07-01T05:37:08,0.0
50958983,3946406.0,<azure><virtual-machine><microservices><hyperledger-fabric><azure-load-balancer>,access api vm load balancer azure,web api linux vm sit load balancer lb public ip open port lb map port vm api kind nat rule backend pool configuration set lb,0,78,2,0.0,0,2018-06-21T01:03:59,0.0
50982011,9976710.0,<java><oracle><akka><microservices>,akka java util concurrent timeoutexception frequent timeout thread pool,load test api akka sync actor pattern second timeout code snippet api invoke micro service interact oracle db operation load test request second lot timeout exception error external microservice oracle fork join executor failure minimal thread pool executor frequent failure code snippet akka config fork join executor thread pool executor,0,151,2,0.0,0,2018-06-22T06:35:52,0.0
50956446,5273769.0,<http><nginx><microservices>,nginx client send duplicate header,gateway request browser request microservice microservice request gateway communication place framework connection communication authorization header schematically follow chain call nginx bad request log error sort check uniqueness header account subquery application service gateway api nginx session gateway api,0,249,2,0.0,0,2018-06-20T20:21:26,0.0
56461288,5109067.0,<file-upload><asp.net-web-api2><microservices><multipartform-data><api-gateway>,pass multi file datum gateway microservice,micro service infrastructure gateway allow client upload file metadata mimemultipartcontent file upload stuff happen gatewat move microservice pass received request datum microservice pass datum request content mimemultipartcontent gateway microservice check micro service fail send datum gateway micro service luck upload formdata webclient,0,27,0,0.0,0,2019-06-05T13:16:52,0.0
56451862,5307881.0,<node.js><docker><express><docker-compose><microservices>,express session undefined logout microservice architecture,create sample application microservice architecture docker compose mysql database configure application expect route express gateway implement session management express session set session flag isloggedin set true login success occur access session logout session session isloggedin undefined sure save session architecture app js user router user controller inside login inside logout time login express create session object session array create inside req sessionid handle session situation handle session multiple user idea appreciate,0,29,0,0.0,0,2019-06-04T21:58:51,0.0
56327063,5506781.0,<microservices><jhipster><access-token><spring-cloud-feign>,enhance token generate authorizedfeignclient inter service communication jhispster,jhipster provide authorizedfeignclient annotation call service service client call service call client create access token time enhance token additional detail pass access token receive ui avoid,0,34,0,0.0,0,2019-05-27T13:29:01,0.0
56349138,5225589.0,<spring-boot><microservices><xss><spring-cloud-gateway>,apply xss filter spring cloud gateway level,help implement xss filter level spring cloud gateway succeed implement cor filter webflux base gateway difficult code snippet successful filter,0,74,0,0.0,0,2019-05-28T19:47:19,0.0
56511634,2339536.0,<graphql><microservices><graphql-js><apollo-server><graphql-java>,add authorization directive apollo stitcher service remote schema,add authorization layer apollo stitcher server find solution architecture central apollo graphql gateway server stitcher server communicate microservice stitch schema move authorization authentication layer microservice write language gateway server unauthorized request pass gateway server write authorization layer language authorization work decide directive problem work stitched schema microservice java schema graqhql apollo gateway server authdirective js query apollo server stitcher call hit query control check incoming request authorize throw unauthorized error forward request microservice call auth directive microservice achieve well solution architecture stuck nee help follow package,0,152,0,0.0,0,2019-06-09T02:52:42,0.0
56507149,10169000.0,<microservices><aggregation>,aggregate datum microservice architecture,application database database cassandra dynamodb hbase aggregate datum microservice architecture aggregated database application access aggregated database directly application database serve datum application,0,19,1,0.0,0,2019-06-08T14:10:00,0.0
56327042,11404260.0,<.net><asp.net-mvc><.net-core><microservices>,stand asp net core navigation microservice asp net mvc monolith,work huge monolith project start slowly transition technology currently asp net core future experiment tech react mention keyword mosaic point unable find read relevant material search sake simplicity asp net core example stand asp net core microservice provide navigation bar current monolithic asp net mvc software net framework asp net mvc,0,31,2,0.0,0,2019-05-27T13:27:23,0.0
56470172,3689942.0,<microservices><spring-cloud><hystrix>,hystrix rollback eventual consistency,fallback method reverse transaction disadvantage fine,0,37,2,0.0,0,2019-06-06T02:20:22,0.0
56507081,5746074.0,<docker><docker-compose><microservices><docker-machine><traefik>,share local host file docker machine,fairly docker issue day set docker machine share local file window pc volume basically github repo staerting point notice docker machine file share volume configuration docker compose file host project docker machine file top level folder ssh docker machine empty local file docker machine copy directive dockerfile comfortable change local file automatically reflect docker machine question synchronize local file docker machine volume directory work point direction wrong docker compose yml image error experience result local file copy virtual machine html folder suppose full microservice repo empty,0,48,5,1.0,0,2019-06-08T14:00:56,0.0
